,stationID,stationCategory,names,state,city,postalCode,street,position_long,position_lat
1428,2689,CATEGORY_6,Hennen,Nordrhein-Westfalen,Iserlohn,58640,Scherlingstraße,7.646847,51.437155
1429,269,CATEGORY_7,Bad Elster,Sachsen,Bad Elster,08645,Am Bahnhof,12.256286,50.296672
1430,2690,CATEGORY_6,Hennersdorf (Sachs),Sachsen,Augustusburg,09573,Bahnhofstraße,,
1431,2691,CATEGORY_3,Hennigsdorf (b Berlin),Brandenburg,Hennigsdorf,16761,Postplatz,13.2053357,52.6382034
1432,2693,CATEGORY_5,Heppenheim (Bergstr),Hessen,Heppenheim,64646,Kalterer Str.,8.633379,49.641553
1433,2695,CATEGORY_5,Herbertingen,Baden-Württemberg,Herbertingen,88518,Rötenweg,9.414604,48.063945
1434,2696,CATEGORY_7,Herbertingen Ort,Baden-Württemberg,Herbertingen,88518,Denkemerweg,9.433397,48.05357
1435,2697,CATEGORY_6,Herbertshofen,Bayern,Meitingen,86405,Am Bahnhof,10.848027,48.529528
1436,2698,,Herblingen,Schweiz CH,Schaffhausen,8207,Bruderhalde,8.664127,47.717003
1437,2699,CATEGORY_5,Herbolzheim (Breisgau),Baden-Württemberg,Herbolzheim ,79336,Stockfeldstr.,7.767638,48.223866
1438,27,CATEGORY_4,Ahrensburg,Schleswig-Holstein,Ahrensburg,22926,Bahnhofstr.,10.236206,53.669171
1439,270,CATEGORY_6,Bad Empfing,Bayern,Traunstein,83278,Kotzinger Straße,,
1440,2700,CATEGORY_6,Herbolzheim (Jagst),Baden-Württemberg,Neudenau,74861,Neudenauer Str.,9.259824,49.281494
1441,2701,CATEGORY_4,Herborn (Dillkr),Hessen,Herborn,35745,Bahnhofsplatz,8.30814,50.684405
1442,2703,CATEGORY_6,Herbrechtingen,Baden-Württemberg,Herbrechtingen,89542,Bahnhofsplatz,10.170334,48.625634
1443,2705,CATEGORY_5,Herchen,Nordrhein-Westfalen,Windeck,51570,Stromberger Str.,7.521349,50.771269
1444,2706,CATEGORY_6,Herdecke,Nordrhein-Westfalen,Herdecke,58313,Bahnhofstraße,7.432619,51.404806
1445,2707,CATEGORY_6,Herdorf,Rheinland-Pfalz,Herdorf,57562,Am Bahnhof,7.953074,50.778301
1446,2708,CATEGORY_2,Herford,Nordrhein-Westfalen,Herford,32052,Bahnhofsplatz,8.663643,52.119609
1447,2709,CATEGORY_6,Hergatz,Bayern,Hergatz,88145,Bahnhofstr.,9.827382,47.64681
1448,271,CATEGORY_5,Bad Ems,Rheinland-Pfalz,Bad Ems,56130,Bahnhofsplatz,7.728637,50.327652
1449,2710,CATEGORY_6,Hergershausen,Hessen,Babenhausen,64832,Hügelstraße,8.916575,49.936802
1450,2712,CATEGORY_6,Heringen (Helme),Thüringen,Heringen/Helme,99765,Bahnhofstr.,10.875255,51.451498
1451,2714,CATEGORY_6,Herlasgrün,Sachsen,Pöhl,08543,Bahnhofstr.,12.235424,50.570936
1452,2715,CATEGORY_6,Herleshausen,Hessen,Herleshausen,37293,Bahnhofstr.,10.171661,51.002642
1453,2716,CATEGORY_4,Hermannstraße,Berlin,Berlin,12051,Hermannstr.,13.431313,52.46751
1454,2717,CATEGORY_6,Hermaringen,Baden-Württemberg,Hermaringen,89568,Bahnhofstr.,10.258331,48.594584
1455,2718,CATEGORY_7,Friedrichshafen Landratsamt,Baden-Württemberg,Friedrichshafen,88045,Zeppelinstraße,9.451988,47.657146
1456,272,CATEGORY_6,Bad Ems West,Rheinland-Pfalz,Bad Ems,56130,Ernst Born Str.,7.706039,50.330694
1457,2720,CATEGORY_6,Hermsdorf (b Dresden),Sachsen,Ottendorf-Okrilla,01458,Medinger Str.,13.815351,51.165545
1458,2721,CATEGORY_5,Hermsdorf-Klosterlausnitz,Thüringen,Hermsdorf-Klosterlausnitz,07629,Bahnhofstr.,11.858626,50.903779
1459,2722,CATEGORY_3,Herne,Nordrhein-Westfalen,Herne,44623,Konrad-Adenauer-Platz,7.21783,51.543652
1460,2723,CATEGORY_6,Herne-Börnig,Nordrhein-Westfalen,Herne,44628,Berkelstraße,7.26835,51.554789
1461,2724,CATEGORY_6,Heroldsberg,Bayern,Heroldsberg,90562,Am Bahnhof,11.1499214,49.5286137
1462,2725,CATEGORY_6,Herrath,Nordrhein-Westfalen,Mönchengladbach,41189,Seidenweberstr.,6.367399,51.104316
1463,2726,CATEGORY_3,Herrenberg,Baden-Württemberg,Herrenberg,71083,Bahnhofstr.,8.862662,48.593991
1464,2727,CATEGORY_6,Herrensee,Brandenburg,Rehfelde OT Herrensee,15345,E.-Thälmann-Str.,13.886577,52.529928
1465,2728,CATEGORY_6,Herrlingen,Baden-Württemberg,Blaustein,89134,Bahnhofstr.,9.89773,48.417731
1466,2730,CATEGORY_6,Herrnburg,Mecklenburg-Vorpommern,Lüdersdorf,23923,Hauptstr.,10.760008,53.837707
1467,2732,CATEGORY_5,Herrsching,Bayern,Herrsching,82211,Bahnhofsplatz,11.170571,47.998849
1468,2733,CATEGORY_6,Hersbruck (links Pegnitz),Bayern,Hersbruck,91217,Ostbahnstr.,11.435143,49.500462
1469,2734,CATEGORY_4,Hersbruck (rechts Pegnitz),Bayern,Hersbruck,91217,Am Bahngelände,11.423826,49.510073
1470,2735,CATEGORY_6,Herten (Baden),Baden-Württemberg,Rheinfelden,79618,Bahnhofstr.,7.739663,47.549507
1471,2736,CATEGORY_6,Hervest-Dorsten,Nordrhein-Westfalen,Dorsten-Hervest Dorsten,46284,Am Holzplatz,6.974167,51.67191
1472,2737,CATEGORY_6,Herxheim am Berg,Rheinland-Pfalz,Herxheim,67273,Hauptstr.,8.190044,49.509491
1473,2739,CATEGORY_6,Herzberg (Elster),Brandenburg,Herzberg ,04916,Anhalterstr.,13.202786,51.679446
1474,274,CATEGORY_4,Bad Endorf (Oberbay),Bayern,Bad Endorf ,83093,Bahnhofplatz,12.301558,47.905066
1475,2740,CATEGORY_5,Herzberg (Harz),Niedersachsen,Herzberg am Harz,37412,Bahnhofstr.,10.329923,51.643861
1476,2742,CATEGORY_7,Herzberg Schloß,Niedersachsen,Herzberg am Harz,37412,Von-Einem-Straße,10.332804,51.654495
1477,2743,CATEGORY_6,Herzebrock,Nordrhein-Westfalen,Herzebrock,33442,Bahnhofstr.,8.236268,51.880225
1478,2744,CATEGORY_3,Herzogenrath,Nordrhein-Westfalen,Herzogenrath,52134,Bahnhofstr.,6.094486,50.870916
1479,2746,CATEGORY_6,Hesepe,Niedersachsen,Bramsche -Hesepe,49565,Alfhausener Str.,7.967599,52.439221
1480,2747,CATEGORY_7,Hesseln,Nordrhein-Westfalen,Halle (Westf),33790,Stohenpawistr.,8.311956,52.068397
1481,2748,CATEGORY_6,Hessisch Oldendorf,Niedersachsen,Hessisch Oldendorf,31840,Münchhausenring,9.24387395,52.1665718
1482,2749,CATEGORY_7,Höchst-Hetschbach,Hessen,Höchst i. Odw.,64739,Talstraße,8.983195,49.807596
1483,2750,CATEGORY_7,Hetschburg,Thüringen,Hetschburg,99438,Im Dorfe,11.298205,50.912802
1484,2751,CATEGORY_7,Hettenhausen,Hessen,Gersfeld (Rhön),36129,Ringstraße,9.814657,50.448397
1485,2752,CATEGORY_6,Hettstedt,Sachsen-Anhalt,Hettstedt,06333,Am Bahnhof,11.513231,51.636945
1486,2753,CATEGORY_6,Beerfelden-Hetzbach,Hessen,Oberzent,64760,Bahnhofstr.,8.992856,49.594899
1487,2754,CATEGORY_6,Hetzdorf (Flöhatal),Sachsen,Flöha,09557,Lindenstraße,,
1488,2755,CATEGORY_6,Hetzerath,Rheinland-Pfalz,Hetzerath,54523,Bahnhofstr.,6.798385,49.878134
1489,2756,CATEGORY_7,Heudeber-Danstedt,Sachsen-Anhalt,Heudeber,38871,Bahnhofstr.,10.866495,51.90474
1490,2757,CATEGORY_6,Heufeld,Bayern,Bruckmühl,83052,Pfarrer-Loidl-Str.,11.96738,47.871195
1491,2758,CATEGORY_6,Heufeldmühle,Bayern,Bruckmühl,83052,Heufelder Strasse,11.934356,47.877551
1492,276,CATEGORY_6,Bad Freienwalde (Oder),Brandenburg,Bad Freienwalde,16259,Am Bahnhof,14.035751,52.789933
1493,2760,CATEGORY_6,Hilchenbach,Nordrhein-Westfalen,Hilchenbach,57271,Friedrich-Ebert-Straße,8.107146,50.99226
1494,2761,CATEGORY_7,Hildbrandsgrün,Bayern,Münchberg,95213,Hildbrandsgrün,11.728323,50.210375
1495,2762,CATEGORY_6,Hildburghausen,Thüringen,Hildburghausen,98646,Bahnhofstr.,10.717828,50.425133
1496,2763,CATEGORY_4,Hilden,Nordrhein-Westfalen,Hilden ,40724,Bahnhofsallee,6.922006,51.16702
1497,2764,CATEGORY_5,Hilden Süd,Nordrhein-Westfalen,Hilden,40721,Hagelkreuzstr.,6.937366,51.163682
1498,2765,CATEGORY_2,Hildesheim Hbf,Niedersachsen,Hildesheim,31134,Bahnhofsplatz,9.953497,52.160626
1499,2766,CATEGORY_6,Hildesheim Ost,Niedersachsen,Hildesheim,31134,Immengarten,9.963169,52.146551
1500,2767,CATEGORY_7,Hillnhütten,Nordrhein-Westfalen,Hilchenbach,57271,Im Kurzen Seifen,8.071317,50.972778
1501,2769,CATEGORY_7,Hilpoltstein,Bayern,Hilpoltstein,91161,Bahnhofstr.,11.184146,49.188773
1502,277,CATEGORY_3,Bad Friedrichshall Hbf,Baden-Württemberg,Bad Friedrichshall,74177,Jagstfelder Str.,9.199771,49.231571
1503,2771,CATEGORY_4,Münster-Hiltrup,Nordrhein-Westfalen,Münster-Hiltrup,48165,Bergiusstr.,7.654281,51.904755
1504,2773,CATEGORY_6,Himmelpforten,Niedersachsen,Himmelpforten,21709,Am Bahnhof,9.310465,53.623301
1505,2774,CATEGORY_5,Himmelreich,Baden-Württemberg,Kirchzarten - Himmelreich,79199,Himmelreichstr.,7.991356,47.958616
1506,2776,CATEGORY_6,Himmelstadt,Bayern,Himmelstadt,97267,Bahnhofstr.,9.808214,49.923438
1507,2779,CATEGORY_6,Hinterweidenthal,Rheinland-Pfalz,Hinterweidenthal,66999,Kaltenbach,7.747673,49.201538
1508,278,CATEGORY_6,Bad Friedrichshall-Kochendorf,Baden-Württemberg,Bad Friedrichshall,74177,Miklos-Klein-Platz,9.21098471,49.2185642
1509,2780,CATEGORY_6,Hinterweidenthal Ost,Rheinland-Pfalz,Hinterweidenthal,66999,Kaltenbach,7.773047,49.203132
1510,2782,CATEGORY_5,Hinterzarten,Baden-Württemberg,Hinterzarten,79856,Bahnhofsweg,8.106033,47.906278
1511,2783,CATEGORY_7,Hirsau,Baden-Württemberg,Calw,75365,Am Tälesbach,8.73679,48.734059
1512,2784,CATEGORY_6,Hirschaid,Bayern,Hirschaid,96114,Bahnhofstrasse,10.9914458,49.8192614
1513,2788,CATEGORY_7,Hirschfelde,Sachsen,"Zittau, OT Hirschfelde",02788,Steinsgasse,14.891018,50.943388
1514,2789,CATEGORY_7,Hirschfelden,Bayern,Krumbach (Schwaben),86381,Hirschfelden,10.3622937,48.2898021
1515,279,CATEGORY_6,Bad Gandersheim,Niedersachsen,Bad Gandersheim,37581,Bahnhofstr.,10.020236,51.86737
1516,2790,CATEGORY_5,Hirschgarten,Berlin,Berlin,12587,Am Wiesenrain,13.602134,52.457968
1517,2791,CATEGORY_4,Hirschhorn (Neckar),Hessen,Hirschhorn (Neckar),69434,Bahnhofstraße,8.896055,49.442668
1518,2792,CATEGORY_6,Hirschhorn (Pfalz),Rheinland-Pfalz,Hirschhorn ,67732,Weilerbacher Str.,7.681008,49.515588
1519,2794,CATEGORY_6,Boppard-Hirzenach,Rheinland-Pfalz,Hirzenach-Boppard,56154,Rheinstr.,7.648436,50.175075
1520,2795,CATEGORY_6,Hittfeld,Niedersachsen,Seevetal-Hittfeld,21218,Gustav-Becker-Str.,9.974525,53.403712
1521,2796,CATEGORY_7,Hitzacker,Niedersachsen,Hitzacker,29456,Am Bahnhof,11.038199,53.139158
1522,2797,CATEGORY_4,Stellingen,Hamburg,Hamburg,22525,Volksparkstr.,9.918336,53.589843
1523,2798,CATEGORY_5,Hochdahl,Nordrhein-Westfalen,Erkrath,40699,Ziegeleiweg,6.944419,51.218832
1524,2799,CATEGORY_5,Hochdahl-Millrath,Nordrhein-Westfalen,Erkrath-Hochdahl,40699,Gruitener Str.,6.966684,51.216501
1525,28,CATEGORY_4,Ahrensfelde,Berlin,Berlin,12689,Märkische Allee,13.565154,52.571375
1526,280,CATEGORY_7,Bad Griesbach,Baden-Württemberg,Bad Griesbach,77740,Döttelbach,8.230569,48.448618
1527,2800,CATEGORY_6,Hochdorf (b Horb),Baden-Württemberg,Eutingen im Gäu,72184,Bahnhof Hochdorf,8.724052,48.482485
1528,2801,CATEGORY_6,Hochhausen,Baden-Württemberg,Tauberbischofsheim,97941,Landstraße,,
1529,2802,CATEGORY_4,Hochheim (Main),Hessen,Hochheim (Main),65239,Sandstr.,8.350398,50.004253
1530,2803,CATEGORY_4,Hochkamp,Hamburg,Hamburg,22609,Reichskanzlerstr.,9.842076,53.56137
1531,2804,CATEGORY_5,Hochneukirch,Nordrhein-Westfalen,Jüchen,41363,Bahnhofstr.,6.466316,51.103293
1532,2805,CATEGORY_4,Hochspeyer,Rheinland-Pfalz,Hochspeyer,67691,Bahnhofstr.,7.904244,49.443993
1533,2806,CATEGORY_6,Altenstadt-Höchst,Hessen,Altenstadt,63674,Bahnhofstraße,8.923418,50.269767
1534,2807,CATEGORY_6,Höchst (Odenw),Hessen,Höchst,64739,Bahnhofstr.,8.988549,49.794499
1535,2808,CATEGORY_6,Höchstädt (Donau),Bayern,Höchstädt ,89420,Bahnhofstr.,10.566218,48.618309
1536,2809,CATEGORY_4,Maintal Ost,Hessen,Maintal,63477,Bahnhofstr.,8.836714,50.14234
1537,281,CATEGORY_4,Bad Harzburg,Niedersachsen,Bad Harzburg,38667,Dr. Heinrich-Jasper-Str.,10.5542189,51.8883687
1538,2810,CATEGORY_5,Hochstadt-Marktzeuln,Bayern,Hochstadt-Marktzeuln,96272,Bahnhofstr.,11.1715293,50.1531325
1539,2811,CATEGORY_6,Hochstätten (Pfalz),Rheinland-Pfalz,Hochstätten,55585,An der B,7.829096,49.763342
1540,2812,CATEGORY_6,Hochstetten (Nahe),Rheinland-Pfalz,Hochstetten ,55606,Bahnhofstr.,7.510962,49.798662
1541,2813,CATEGORY_7,Hochwang,Bayern,Ichenhausen,89335,Bahnstraße,10.298007,48.389121
1542,2814,CATEGORY_4,Hockenheim,Baden-Württemberg,Hockenheim,68766,Eisenbahnstr.,8.537385,49.317414
1543,2815,CATEGORY_7,Hockeroda,Thüringen,Kaulsdorf,07338,Am Bahnhof,11.434282,50.59772
1544,2816,CATEGORY_6,Hodenhagen,Niedersachsen,Hodenhagen,29693,Bahnhofstr.,9.595056,52.766564
1545,2818,CATEGORY_3,Hof Hbf,Bayern,Hof,95028,Bahnhofsplatz,11.923067,50.307743
1546,2819,CATEGORY_6,Hof-Neuhof,Bayern,Hof-Neuhof,95028,Nailastr.,11.904711,50.321538
1547,282,CATEGORY_3,Bad Hersfeld,Hessen,Bad Hersfeld,36251,Bahnhofstr.,9.716182,50.869632
1548,2820,CATEGORY_6,Hofeld,Saarland,Namborn,66640,Furchweiler Str.,7.159755,49.511922
1549,2821,CATEGORY_6,Hofen (b Aalen),Baden-Württemberg,Aalen,73433,Ellwanger Str.,10.114407,48.872692
1550,2823,CATEGORY_6,Hoffenheim,Baden-Württemberg,Sinsheim,74889,Eschelbacher Str.,8.838411,49.272037
1551,2824,CATEGORY_6,Hoffnungsthal,Nordrhein-Westfalen,Rösrath,51503,Bahnhofstr.,7.196513,50.911363
1552,2825,CATEGORY_4,Hofgeismar,Hessen,Hofgeismar,34369,Am Bahnhof,9.395461,51.499186
1553,2826,CATEGORY_6,Hofheim (Ried),Hessen,Lampertheim,68623,Bahnhofstr.,8.40897,49.659467
1554,2827,CATEGORY_3,Hofheim (Taunus),Hessen,Hofheim (Taunus),65719,Hattersheimer Str.,8.443842,50.084471
1555,2829,CATEGORY_5,Höfingen,Baden-Württemberg,Leonberg,71229,Felsgartenstraße,9.025315,48.814986
1556,283,CATEGORY_6,Bad Höhenstadt,Bayern,Fürstenzell,94081,Obersulzbach,,
1557,2830,CATEGORY_7,Hohegrete,Rheinland-Pfalz,Pracht,57589,Grubenstr.,7.642228,50.76484
1558,2832,CATEGORY_5,Hohen Neuendorf (b Berlin),Brandenburg,Hohen Neuendorf,16540,Schönfließer Str.,13.287091,52.669072
1559,2833,CATEGORY_6,Hohen Neuendorf West,Brandenburg,Hohen Neuendorf ,16540,Birkenwerder Str.,13.271342,52.672398
1560,2834,CATEGORY_5,Hosena,Brandenburg,Senftenberg,01996,Bahnhofstr.,14.016105,51.454706
1561,2835,CATEGORY_5,Hohenbrunn,Bayern,Hohenbrunn,85662,Bahnhofstr.,11.698872,48.046572
1562,2837,CATEGORY_6,Krefeld-Hohenbudberg Chempark,Nordrhein-Westfalen,Krefeld,47829,Am Kreuz,6.66446,51.373529
1563,284,CATEGORY_3,Bad Homburg,Hessen,Bad Homburg,61352,Bahnhofsplatz,8.620624,50.219904
1564,2840,CATEGORY_7,Hohenebra Ort,Thüringen,Sondershausen,99706,Bahnhofstr.,10.8095008,51.3060697
1565,2841,CATEGORY_6,Hoheneggelsen,Niedersachsen,Söhlde-Hoheneggelsen,31185,Am Bahnhof,10.19782,52.200177
1566,2843,CATEGORY_4,Hoheneichen,Hamburg,Hamburg,22391,Langwisch,10.067648,53.635478
1567,2845,CATEGORY_6,Hohenfichte,Sachsen,Leubsdorf+Hohenfichte,09573,Bahnhofstraße,,
1568,2847,CATEGORY_5,Höhenkirchen-Siegertsbrunn,Bayern,Höhenkirchen-Siegertsbrun,85635,Bahnhofplatz,11.719226,48.018465
1569,2849,CATEGORY_6,Hohenleipisch,Brandenburg,Hohenleipisch,04934,Döllinger Str.,13.564969,51.492756
1570,285,CATEGORY_5,Bad Honnef (Rhein),Nordrhein-Westfalen,Bad Honnef,53604,August Lepper Str.,7.219533,50.639772
1571,2850,CATEGORY_6,Hohenleuben,Thüringen,Hohenleuben,07958,OT Reichenfels,12.0364022,50.7026891
1572,2851,CATEGORY_5,Hohenlimburg,Nordrhein-Westfalen,Hagen,58199,Bahnstraße,7.571686,51.348854
1573,2856,CATEGORY_7,Hohenpeißenberg,Bayern,Hohenpeißenberg,82383,Bahnhofstraße,10.999251,47.788795
1574,2857,CATEGORY_6,Hohenroda,Sachsen,Schönwölkau,04509,Str. der Jugend,12.421434,51.499026
1575,2858,CATEGORY_6,Hohenschäftlarn,Bayern,Schäftlarn,82067,Bahnhofstr.,11.457513,47.991299
1576,286,CATEGORY_4,Bad Hönningen,Rheinland-Pfalz,Bad Hönningen,53557,Bahnhofsplatz,7.310871,50.513676
1577,2861,CATEGORY_6,Hohenstadt (Mittelfr),Bayern,Pommelsbrunn,91224,Eschenbacher Weg,11.491465,49.518339
1578,2862,CATEGORY_5,Hohenstein-Ernstthal,Sachsen,Hohenstein-Ernstthal,09337,Am Bahnhof,12.706564,50.798548
1579,2863,CATEGORY_6,Hohenthurm,Sachsen-Anhalt,Hohenthurm,06188,Bahnhofstraße,12.097881,51.512359
1580,2864,CATEGORY_6,Hohenwestedt,Schleswig-Holstein,Hohenwestedt,24594,Am Bahnhof,9.654161,54.086589
1581,2865,CATEGORY_6,Hohenwulsch,Sachsen-Anhalt,Hohenwulsch,39606,Am Bahnhof,11.595136,52.667319
1582,2866,CATEGORY_4,Hohenzollerndamm,Berlin,Berlin,10713,Hohenzollerndamm,13.300257,52.488556
1583,2868,CATEGORY_7,Höhmühlbach,Rheinland-Pfalz,Rieschweiler-Mühlbach,66509,Flurstraße,7.526028,49.243893
1584,2869,CATEGORY_7,Holdorf (Meckl),Mecklenburg-Vorpommern,Holdorf ,19217,Am Bahnhof,11.065701,53.7348
1585,287,CATEGORY_7,Bad Karlshafen,Hessen,Bad Karlshafen,34385,An der Saline,9.44571,51.64627
1586,2870,CATEGORY_6,Holdorf (Oldb),Niedersachsen,Holdorf ,49451,An der Bahn,8.138367,52.574971
1587,2871,CATEGORY_5,Teltow Stadt,Brandenburg,Teltow,14513,Mahlower Straße,13.276623,52.396906
1588,2872,CATEGORY_7,Höllenthal,Bayern,Naila,95119,Lichtenberger Straße,11.683818,50.3638
1589,2873,CATEGORY_5,Höllriegelskreuth,Bayern,Pullach,82049,Zugspitzstr.,11.509752,48.043452
1590,2875,CATEGORY_6,Holm-Seppensen,Niedersachsen,Buchholz i.d. Nordheide,21244,Bahnhofsweg,9.870008,53.284812
1591,2876,CATEGORY_6,Holtensen / Linderte,Niedersachsen,Ronnenberg,30952,Holtenser Str. 43 b,9.653221,52.271953
1592,2877,CATEGORY_6,Holthusen,Mecklenburg-Vorpommern,Pampow,19075,Bahnhofstraße,11.364809,53.555831
1593,2879,CATEGORY_7,Rosendahl-Holtwick,Nordrhein-Westfalen,Rosendahl-Holtwick,48720,Bahnhofstr.,7.122568,51.998391
1594,288,CATEGORY_5,Bad Kissingen,Bayern,Bad Kissingen,97688,Bahnhofstr.,10.079885,50.191547
1595,2880,CATEGORY_7,Holzdorf (b Weimar),Thüringen,Weimar OT Holzdorf,99428,Am Holzdorfer Bahnhof,11.2771949,50.9418686
1596,2881,CATEGORY_7,Holzdorf (Elster),Sachsen-Anhalt,Jessen (Elster),06917,Bahnhofstr.,13.114137,51.780291
1597,2883,CATEGORY_7,Holzhau,Sachsen,Rechenberg-Bienenmühle,09623,Bahnhofstr.,13.5918608,50.7341396
1598,2884,CATEGORY_7,Holzhausen (Kr Siegen),Nordrhein-Westfalen,Burbach ,57299,Blau-Kreuz-Heim-Straße,8.135495,50.739322
1599,2885,CATEGORY_7,Leipzig-Holzhausen,Sachsen,Leipzig,04288,Stötteritzer Landstr.,12.461448,51.306041
1600,2886,CATEGORY_6,Bad Holzhausen,Nordrhein-Westfalen,Preußisch Oldendorf,32361,Bahnhofstr.,8.545854,52.289097
1601,2887,CATEGORY_6,Holzheim (b Neuss),Nordrhein-Westfalen,Neuss,41472,Zufahrtsstr.,6.664626,51.165653
1602,2888,CATEGORY_3,Holzkirchen,Bayern,Holzkirchen,83607,Bahnhofsplatz,11.697234,47.884384
1603,2889,CATEGORY_5,Holzminden,Niedersachsen,Holzminden,37603,Bahnhofstraße,9.453743,51.820268
1604,289,CATEGORY_4,Bad Kleinen,Mecklenburg-Vorpommern,Bad Kleinen,23996,Bahnhofsvorplatz,11.466925,53.766974
1605,2890,CATEGORY_4,Holzwickede,Nordrhein-Westfalen,Holzwickede,59439,Am Bahnhof,7.619647,51.504767
1606,2892,CATEGORY_3,Homburg (Saar) Hbf,Saarland,Homburg (Saar),66424,Bahnhofsplatz,7.337035,49.328082
1607,2893,CATEGORY_6,Wildeck-Hönebach,Hessen,Wildeck-Hönebach,36208,Bahnhofstr.,9.944241,50.935432
1608,2895,CATEGORY_6,Honrath,Nordrhein-Westfalen,Lohmar-Honrath,53797,Grünaggerstr.,7.252882,50.910589
1609,2897,CATEGORY_6,Hopfgarten (Kr Weimar),Thüringen,Hopfgarten,99428,Am Bahnhof,11.2211931,50.9842281
1610,2898,CATEGORY_6,Hopfgarten (Sachs),Sachsen,Eulatal,04651,Am Bahnhof,12.662693,51.105574
1611,2899,CATEGORY_6,Höpfling,Bayern,Siegsdorf,83313,Ruhpoldinger Straße,,
1612,29,CATEGORY_6,Ahrensfelde Friedhof,Brandenburg,Ahrensfelde,16356,Ulmenallee,13.573316,52.580882
1613,290,CATEGORY_6,Bad Kohlgrub,Bayern,Bad Kohlgrub,82433,Bahnhofstr.,11.058204,47.668006
1614,2900,CATEGORY_7,Hoppecke,Nordrhein-Westfalen,Brilon,59929,Carl-Zoellner-Straße,8.640059,51.378059
1615,2901,CATEGORY_4,Hoppegarten (Mark),Brandenburg,Hoppegarten,15366,Bahnhofstraße,13.672956,52.518122
1616,2904,CATEGORY_7,Hoppingen,Bayern,Harburg (Schwaben),86655,Hauptstr.,10.653198,48.803817
1617,2905,CATEGORY_6,Hoppstädten (Nahe),Rheinland-Pfalz,Hoppstädten ,55768,Nahestr.,7.195011,49.615527
1618,2906,CATEGORY_3,Horb,Baden-Württemberg,Horb,72160,Bahnhof,8.688982,48.441471
1619,291,CATEGORY_7,Bad Kohlgrub Kurhaus,Bayern,Bad Kohlgrub,82433,Saulgruber Straße,11.039181,47.670213
1620,2910,CATEGORY_5,Horka Pbf,Sachsen,Horka,02923,Uhsmannsdorfer Straße,14.902088,51.303985
1621,2911,CATEGORY_6,Hörlkofen,Bayern,Wörth,85457,Bahnhofstr.,11.942341,48.242591
1622,2912,CATEGORY_6,Horn-Bad Meinberg,Nordrhein-Westfalen,Horn-Bad Meinberg,32805,Am Bahnhof,8.955092,51.881518
1623,2913,CATEGORY_5,Hornberg,Baden-Württemberg,Hornberg,78132,Am Bahnhof,8.23294,48.211895
1624,2915,CATEGORY_5,Horneburg,Niedersachsen,Horneburg,21640,Bahnhofstr.,9.57655,53.508677
1625,2917,CATEGORY_7,Hornstorf,Mecklenburg-Vorpommern,Hornstorf,23974,Bahnhofsweg,11.534673,53.906688
1626,2918,CATEGORY_6,Hörpolding,Bayern,Traunreut,83301,Mühlweg,,
1627,2919,CATEGORY_3,Horrem,Nordrhein-Westfalen,Kerpen,50169,Bahnhofstr.,6.713497,50.916249
1628,292,CATEGORY_6,Bad König,Hessen,Bad König,64732,Bahnhofsplatz,9.001539,49.738577
1629,2920,CATEGORY_6,Hörschel,Thüringen,Eisenach,99817,An der Hörsel,10.233271,51.007795
1630,2923,CATEGORY_5,Hörstel,Nordrhein-Westfalen,Hörstel,48477,Bahnhofstr.,7.591557,52.295686
1631,2924,CATEGORY_7,Hörstmar (Lippe),Nordrhein-Westfalen,Lemgo,32657,Kirchweg,8.844978,52.012502
1632,2925,CATEGORY_6,Hösbach,Bayern,Hösbach,63768,Aschaffenburgerstr.,9.229008,49.999713
1633,2926,CATEGORY_5,Hösel,Nordrhein-Westfalen,Ratingen-Hösel,40883,Bahnhofstr.,6.893231,51.341521
1634,2927,CATEGORY_6,Hövelhof,Nordrhein-Westfalen,Hövelhof,33161,Westfalenstr.,8.661685,51.823991
1635,2928,CATEGORY_6,Hövelriege,Nordrhein-Westfalen,Hövelhof,33161,Hövelriegeler Str.,8.642067,51.865123
1636,2930,CATEGORY_6,Höxter Rathaus,Nordrhein-Westfalen,Höxter Rathaus,37671,Uferstr.,9.381918,51.772604
1637,2931,CATEGORY_5,Hoyerswerda,Sachsen,Hoyerswerda,02977,Bahnhofsallee,14.231407,51.432788
1638,2932,CATEGORY_7,Hoyerswerda-Neustadt,Sachsen,Hoyerswerda,02977,Südstraße,14.266683,51.429086
1639,2933,CATEGORY_6,Hoykenkamp,Niedersachsen,Ganderkesee,27777,Fockestr.,8.598683,53.069799
1640,2934,CATEGORY_7,Hubacker,Baden-Württemberg,Lautenbach,77794,Im Hubacker,8.135691,48.507398
1641,2935,CATEGORY_6,Hubertushöhe,Brandenburg,Storkow (Mark),15859,Am Bahnhof,13.965151,52.23387
1642,2937,CATEGORY_6,Huckstorf,Mecklenburg-Vorpommern,Pölchow,18059,Dorfstraße,12.116026,53.98448
1643,2938,CATEGORY_4,Hude,Niedersachsen,Hude,27798,Bahnhofsplatz,8.460956,53.109429
1644,294,CATEGORY_5,Bad Kösen,Sachsen-Anhalt,Bad Kösen,06628,Bahnhofstraße,11.718274,51.130742
1645,2940,CATEGORY_6,Hufschlag,Bayern,Surberg,83362,Waginger Straße,,
1646,2941,CATEGORY_6,Huglfing,Bayern,Huglfing,82386,Weilheimer Str.,11.140552,47.776736
1647,2942,CATEGORY_6,Hugstetten,Baden-Württemberg,March,79232,Am Bahnhof,7.783929,48.048247
