FID,geom,mifcode,strecke_nr,richtung,laenge,von_km_i,bis_km_i,von_km_l,bis_km_l,elektrifiz,bahnnutzun,geschwindi,strecke_ku,gleisanzah,bahnart,kmspru_typ,kmspru_t00
2019-01_DB-Netz-MRN_4326.106,"MULTILINESTRING ((8.172616 49.5588, 8.171671 49.559455, 8.171377 49.559664, 8.171103 49.559884, 8.170957 49.56002, 8.170819 49.56016, 8.16997 49.561222, 8.169553 49.561759, 8.169233 49.562157, 8.16895 49.562567, 8.168516 49.563308, 8.167939 49.564285, 8.167686 49.564688))",xka_mrk_830,3430,0,759,102770000,102840054,"27,7 + 0","28,4 + 54",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Bad D�rkheim - Monsheim,eingleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.107,"MULTILINESTRING ((8.167686 49.564688, 8.167677 49.564701, 8.167456 49.565127, 8.167341 49.565425))",xka_mrk_830,3430,0,86,102840054,102850040,"28,4 + 54","28,5 + 40",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Bad D�rkheim - Monsheim,eingleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.108,"MULTILINESTRING ((8.167341 49.565425, 8.167287 49.565564, 8.167207 49.566008, 8.167266 49.566453, 8.167414 49.566892, 8.167665 49.567302, 8.167952 49.567663, 8.168236 49.568015, 8.168423 49.568196, 8.168558 49.568339, 8.168634 49.568418, 8.168809 49.568576, 8.169004 49.568735, 8.169357 49.568976))",xka_mrk_830,3430,0,434,102850040,102890080,"28,5 + 40","28,9 + 80",nicht elektrifiziert,Pz/Gz-Bahn,bis 50 km/h,Bad D�rkheim - Monsheim,eingleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.109,"MULTILINESTRING ((8.169357 49.568976, 8.169366 49.568982, 8.16957 49.569095, 8.169991 49.5693, 8.17047 49.569533, 8.170679 49.569633, 8.171481 49.570041))",xka_mrk_830,3430,0,194,102890080,102910074,"28,9 + 80","29,1 + 74",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Bad D�rkheim - Monsheim,eingleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.110,"MULTILINESTRING ((8.171481 49.570041, 8.171593 49.570098, 8.171766 49.570188, 8.172527 49.570611, 8.172821 49.570773, 8.173873 49.571357, 8.174924 49.571937, 8.175979 49.57252, 8.177026 49.573101, 8.177536 49.57339, 8.178024 49.573701, 8.178366 49.573943, 8.17891 49.57441, 8.179188 49.574707, 8.179577 49.575195, 8.179789 49.575542, 8.180028 49.57604, 8.18017 49.576491, 8.180253 49.576929, 8.180282 49.57738, 8.180255 49.577832, 8.18017 49.578278, 8.180043 49.57872, 8.179687 49.579589))",xka_mrk_830,3430,0,1326,102910074,103050000,"29,1 + 74",30.5 +     0,nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Bad D�rkheim - Monsheim,eingleisig,Hauptbahn,,Fehll�nge ankommend
2019-01_DB-Netz-MRN_4326.111,"MULTILINESTRING ((8.179687 49.579589, 8.179684 49.579597))",xka_mrk_830,3430,0,0,103050000,103050019,30.5 +     0,30.5 +    19,nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Bad D�rkheim - Monsheim,eingleisig,Hauptbahn,Fehll�nge ankommend,Fehll�nge abgehend
2019-01_DB-Netz-MRN_4326.112,"MULTILINESTRING ((8.179684 49.579597, 8.179404 49.580298, 8.179061 49.581172, 8.178911 49.581611, 8.178784 49.582052, 8.178685 49.582496, 8.178621 49.582942, 8.178599 49.583392, 8.178621 49.583843, 8.178696 49.584288, 8.178811 49.584729, 8.178958 49.585165, 8.179135 49.585596, 8.179567 49.58645, 8.180054 49.587291, 8.181007 49.588991, 8.181953 49.590698, 8.182891 49.592374, 8.183832 49.594048, 8.184765 49.595724, 8.18524 49.596557, 8.185674 49.597401, 8.185867 49.59783, 8.186032 49.598265, 8.186158 49.598705, 8.186248 49.599149, 8.186302 49.599595, 8.186322 49.600043, 8.186303 49.600492, 8.186261 49.600941, 8.186068 49.602742, 8.186023 49.603196, 8.18602 49.603651, 8.186084 49.6041, 8.186213 49.604542, 8.186414 49.604975, 8.186672 49.605396, 8.186975 49.605799, 8.187314 49.606191, 8.18804 49.606956, 8.188809 49.607705, 8.190308 49.609216, 8.191807 49.610727, 8.192176 49.611107, 8.192558 49.611482, 8.192956 49.611851, 8.193383 49.612204, 8.193856 49.612532, 8.194366 49.612837, 8.194904 49.613118, 8.195473 49.613373, 8.196075 49.613594, 8.196696 49.613792, 8.197946 49.614176, 8.199209 49.614542, 8.201718 49.615291, 8.204228 49.61604, 8.206737 49.61679, 8.207754 49.617094))",xka_mrk_830,3430,0,5056,103050019,103550080,30.5 +    19,"35,5 + 80",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Bad D�rkheim - Monsheim,eingleisig,Hauptbahn,Fehll�nge abgehend,
2019-01_DB-Netz-MRN_4326.113,"MULTILINESTRING ((8.207754 49.617094, 8.207991 49.617165, 8.208613 49.617363, 8.209221 49.617577, 8.209805 49.617818, 8.210363 49.618084, 8.210887 49.618379, 8.211382 49.618694, 8.211856 49.619023, 8.212299 49.619369, 8.212704 49.619734, 8.213073 49.620114, 8.213401 49.620511, 8.213704 49.620916, 8.213982 49.621368, 8.214228 49.621748, 8.214759 49.622581, 8.215289 49.623411, 8.215565 49.623844, 8.215818 49.624242, 8.216328 49.625037, 8.217097 49.626256, 8.21736 49.62671, 8.217517 49.627121, 8.21763 49.627626, 8.217644 49.62812, 8.217629 49.628525, 8.21756 49.628981, 8.217482 49.629419, 8.217285 49.62985, 8.217022 49.630264, 8.216666 49.630649, 8.216226 49.630994, 8.215711 49.63129, 8.215137 49.63154, 8.215132 49.631542))",xka_mrk_830,3430,0,1920,103550080,103750000,"35,5 + 80","37,5 + 0",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Bad D�rkheim - Monsheim,eingleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.114,"MULTILINESTRING ((8.215132 49.631542, 8.214523 49.631744, 8.213885 49.631916, 8.212605 49.632254, 8.211314 49.632574, 8.208743 49.633231, 8.206173 49.633889, 8.204879 49.634205, 8.203601 49.634546, 8.202919 49.634776, 8.202715 49.634843, 8.202208 49.63499, 8.202193 49.634994))",xka_mrk_830,3430,0,1011,103750000,103850011,"37,5 + 0","38,5 + 11",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Bad D�rkheim - Monsheim,eingleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.115,"MULTILINESTRING ((8.137108 49.349673, 8.13722 49.349656, 8.137331 49.34964, 8.137607 49.349612, 8.13806 49.34958, 8.138244 49.349577))",xka_mrk_830,3433,0,84,99979982,99989966,"-0,2 + -17","-0,1 + -33",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Neustadt - Kapsweyer (DB-Gr.),eingleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.116,"MULTILINESTRING ((8.138244 49.349577, 8.13849 49.349574, 8.139212 49.349515, 8.140079 49.349474, 8.141455 49.349434, 8.142831 49.349404, 8.143514 49.349386, 8.144381 49.349352, 8.144892 49.349378, 8.146937 49.349426, 8.148329 49.349482, 8.14902 49.349506, 8.149706 49.349491, 8.150382 49.349399, 8.151024 49.349235, 8.151608 49.348999, 8.15214 49.348711, 8.152621 49.348394, 8.153068 49.348055, 8.1535 49.347704, 8.153917 49.347346, 8.154661 49.346693, 8.154734 49.346623, 8.155145 49.346263, 8.155538 49.345895, 8.155891 49.345509, 8.156177 49.345142))",xka_mrk_830,3433,0,1533,99989966,100140000,"-0,1 + -33","1,4 + 0",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Neustadt - Kapsweyer (DB-Gr.),zweigleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.117,"MULTILINESTRING ((8.156177 49.345142, 8.156203 49.345109, 8.156461 49.344692, 8.156673 49.344265, 8.15685 49.34383, 8.156984 49.343389, 8.157075 49.342938, 8.15712 49.342484, 8.157123 49.342034, 8.157091 49.341605, 8.157003 49.341138, 8.156894 49.34072))",xka_mrk_830,3433,0,500,100140000,100190000,"1,4 + 0","1,9 + 0",nicht elektrifiziert,Pz/Gz-Bahn,ab 100 bis 120 km/h,Neustadt - Kapsweyer (DB-Gr.),zweigleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.118,"MULTILINESTRING ((8.156894 49.34072, 8.156705 49.34, 8.156657 49.339829))",xka_mrk_830,3433,0,100,100190000,100200000,"1,9 + 0",2.0 +     0,nicht elektrifiziert,Pz/Gz-Bahn,ab 100 bis 120 km/h,Neustadt - Kapsweyer (DB-Gr.),zweigleisig,Hauptbahn,,�berl�ngenanfang
2019-01_DB-Netz-MRN_4326.119,"MULTILINESTRING ((8.156657 49.339829, 8.15658 49.339553, 8.15621 49.33823))",xka_mrk_830,3433,0,181,100200000,100210050,2.0 +     0,2.1 +    50,nicht elektrifiziert,Pz/Gz-Bahn,ab 100 bis 120 km/h,Neustadt - Kapsweyer (DB-Gr.),zweigleisig,Hauptbahn,�berl�ngenanfang,�berl�ngenende
2019-01_DB-Netz-MRN_4326.120,"MULTILINESTRING ((8.15621 49.33823, 8.156084 49.337781, 8.155594 49.336013, 8.155101 49.334249))",xka_mrk_830,3433,0,450,100210050,100260000,2.1 +    50,"2,6 + 0",nicht elektrifiziert,Pz/Gz-Bahn,ab 100 bis 120 km/h,Neustadt - Kapsweyer (DB-Gr.),zweigleisig,Hauptbahn,�berl�ngenende,
2019-01_DB-Netz-MRN_4326.121,"MULTILINESTRING ((8.155101 49.334249, 8.155099 49.334245, 8.154612 49.332476, 8.154124 49.330708, 8.153629 49.328938, 8.153137 49.327167, 8.152642 49.325399, 8.152153 49.323632, 8.15166 49.321861, 8.151166 49.320092, 8.150678 49.318316, 8.150189 49.316551, 8.149692 49.314786, 8.149202 49.313015, 8.148717 49.311245, 8.148219 49.30948, 8.147724 49.307709, 8.147237 49.305939, 8.14699 49.305054, 8.146498 49.303283, 8.146008 49.301516, 8.145516 49.299749, 8.145019 49.29798, 8.144525 49.296211, 8.144033 49.294442, 8.143541 49.292672, 8.143297 49.291783))",xka_mrk_830,3433,0,4800,100260000,100740000,"2,6 + 0",7.4 +     0,nicht elektrifiziert,Pz/Gz-Bahn,ab 120 bis 160 km/h,Neustadt - Kapsweyer (DB-Gr.),zweigleisig,Hauptbahn,,�berl�ngenanfang
2019-01_DB-Netz-MRN_4326.122,"MULTILINESTRING ((8.143297 49.291783, 8.143055 49.290901, 8.142993 49.290678))",xka_mrk_830,3433,0,125,100740000,100750000,7.4 +     0,7.5 +     0,nicht elektrifiziert,Pz/Gz-Bahn,ab 120 bis 160 km/h,Neustadt - Kapsweyer (DB-Gr.),zweigleisig,Hauptbahn,�berl�ngenanfang,�berl�ngenende
2019-01_DB-Netz-MRN_4326.123,"MULTILINESTRING ((8.142993 49.290678, 8.142505 49.288913, 8.142018 49.287146, 8.141524 49.285377, 8.141037 49.283609, 8.140629 49.282128, 8.140299 49.280952, 8.1398 49.279183))",xka_mrk_830,3433,0,1300,100750000,100880000,7.5 +     0,"8,8 + 0",nicht elektrifiziert,Pz/Gz-Bahn,ab 120 bis 160 km/h,Neustadt - Kapsweyer (DB-Gr.),zweigleisig,Hauptbahn,�berl�ngenende,
2019-01_DB-Netz-MRN_4326.124,"MULTILINESTRING ((8.1398 49.279183, 8.1398 49.279181, 8.139311 49.277413, 8.138822 49.275644, 8.138337 49.273871, 8.137846 49.272102, 8.137356 49.270332, 8.137234 49.26989, 8.137131 49.269445, 8.137061 49.268998, 8.137024 49.268549, 8.137025 49.2681, 8.137063 49.267651, 8.137137 49.267204, 8.137248 49.266761, 8.137394 49.266321, 8.137575 49.265888, 8.13779 49.265461, 8.138042 49.265043, 8.138332 49.264635, 8.138651 49.264237, 8.13911 49.263715, 8.139348 49.263462))",xka_mrk_830,3433,0,1800,100880000,101060000,"8,8 + 0","10,6 + 0",nicht elektrifiziert,Pz/Gz-Bahn,ab 100 bis 120 km/h,Neustadt - Kapsweyer (DB-Gr.),zweigleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.125,"MULTILINESTRING ((8.139348 49.263462, 8.139592 49.263202, 8.140786 49.26193, 8.142225 49.260398, 8.143664 49.258867, 8.144389 49.258103, 8.145087 49.257328, 8.145418 49.256934, 8.145736 49.256536, 8.146038 49.256132, 8.146325 49.255724, 8.146596 49.255311, 8.146852 49.254893, 8.147091 49.254472, 8.147314 49.254047, 8.147521 49.253618, 8.147711 49.253186, 8.147885 49.252751, 8.148042 49.252314, 8.148183 49.251874, 8.148306 49.251432, 8.148413 49.250988, 8.148503 49.250542, 8.148575 49.250095, 8.148631 49.249647, 8.14867 49.249198, 8.148691 49.248749, 8.148694 49.248299, 8.148684 49.24785, 8.148607 49.246052, 8.148529 49.244254, 8.148452 49.242457, 8.148413 49.241559, 8.148371 49.240575, 8.148293 49.238778, 8.148215 49.23698, 8.148138 49.235182, 8.14806 49.233385, 8.147983 49.231587, 8.147943 49.230689, 8.14791 49.23024, 8.147863 49.229791, 8.147799 49.229344, 8.147717 49.228897, 8.147619 49.228452, 8.147503 49.228009, 8.147371 49.227568, 8.147222 49.227129, 8.147057 49.226693, 8.146876 49.226259, 8.146678 49.225829, 8.146463 49.225402, 8.146233 49.224978, 8.145986 49.224559, 8.145723 49.224143, 8.145444 49.223733, 8.145149 49.223327, 8.144839 49.222926, 8.144512 49.222531, 8.144172 49.22214, 8.143451 49.221375, 8.142703 49.220621))",xka_mrk_830,3433,0,5009,101060000,101560000,"10,6 + 0",15.6 +     0,nicht elektrifiziert,Pz/Gz-Bahn,ab 120 bis 160 km/h,Neustadt - Kapsweyer (DB-Gr.),zweigleisig,Hauptbahn,,�berl�ngenanfang
2019-01_DB-Netz-MRN_4326.126,"MULTILINESTRING ((8.142703 49.220621, 8.141803 49.219711))",xka_mrk_830,3433,0,121,101560000,101570000,15.6 +     0,15.7 +     0,nicht elektrifiziert,Pz/Gz-Bahn,ab 120 bis 160 km/h,Neustadt - Kapsweyer (DB-Gr.),zweigleisig,Hauptbahn,�berl�ngenanfang,�berl�ngenende
2019-01_DB-Netz-MRN_4326.127,"MULTILINESTRING ((8.141803 49.219711, 8.140311 49.218201, 8.13882 49.216691, 8.138062 49.215942))",xka_mrk_830,3433,0,500,101570000,101620000,15.7 +     0,"16,2 + 0",nicht elektrifiziert,Pz/Gz-Bahn,ab 120 bis 160 km/h,Neustadt - Kapsweyer (DB-Gr.),zweigleisig,Hauptbahn,�berl�ngenende,
2019-01_DB-Netz-MRN_4326.128,"MULTILINESTRING ((8.138062 49.215942, 8.137339 49.215177, 8.137001 49.214786, 8.136687 49.214386, 8.136413 49.213975, 8.136165 49.213555, 8.135719 49.212705, 8.135491 49.212281, 8.135244 49.211862, 8.13496 49.211452, 8.134646 49.211053, 8.134303 49.210663, 8.133931 49.210286, 8.133529 49.209922, 8.1331 49.209571, 8.132645 49.209235, 8.132174 49.208908, 8.131213 49.208266, 8.130747 49.207935, 8.130299 49.207595, 8.129876 49.207241, 8.129468 49.20688, 8.128649 49.206159))",xka_mrk_830,3433,0,1300,101620000,101750000,"16,2 + 0","17,5 + 0",nicht elektrifiziert,Pz/Gz-Bahn,ab 100 bis 120 km/h,Neustadt - Kapsweyer (DB-Gr.),zweigleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.129,"MULTILINESTRING ((8.128649 49.206159, 8.128649 49.206158, 8.127858 49.205424, 8.127467 49.205054, 8.12711 49.204671, 8.126808 49.204267, 8.126561 49.203848, 8.126371 49.203416, 8.126242 49.202975, 8.126185 49.202528, 8.126168 49.202078, 8.12616 49.201628, 8.126166 49.201179, 8.126195 49.20028, 8.126227 49.199831, 8.126266 49.199382, 8.126183 49.195785))",xka_mrk_830,3433,0,1200,101750000,101870000,"17,5 + 0","18,7 + 0",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Neustadt - Kapsweyer (DB-Gr.),zweigleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.130,"MULTILINESTRING ((8.126183 49.195785, 8.126163 49.194888, 8.126154 49.191292, 8.126145 49.190842, 8.126169 49.190393, 8.12623 49.189945, 8.126356 49.189504, 8.126573 49.189078, 8.126872 49.188673, 8.127247 49.188297, 8.127694 49.187957, 8.128202 49.187655, 8.128766 49.1874, 8.129376 49.187196, 8.130018 49.187038, 8.130679 49.186918, 8.13135 49.186824, 8.131356 49.186823))",xka_mrk_830,3433,0,1200,101870000,101990000,"18,7 + 0","19,9 + 0",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Neustadt - Kapsweyer (DB-Gr.),zweigleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.131,"MULTILINESTRING ((8.131356 49.186823, 8.134027 49.186431, 8.135365 49.186234, 8.136033 49.186129, 8.136692 49.186007, 8.137339 49.185857, 8.137968 49.185679, 8.138575 49.18547, 8.139158 49.185233, 8.139712 49.184968, 8.140235 49.184678, 8.140723 49.184362, 8.141179 49.184026, 8.141604 49.183674, 8.142008 49.18331, 8.1424 49.182942, 8.142778 49.182566, 8.142782 49.182562))",xka_mrk_830,3433,0,1000,101990000,102090000,"19,9 + 0","20,9 + 0",nicht elektrifiziert,Pz/Gz-Bahn,ab 100 bis 120 km/h,Neustadt - Kapsweyer (DB-Gr.),zweigleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.132,"MULTILINESTRING ((8.142782 49.182562, 8.143142 49.182185, 8.143491 49.181798, 8.143825 49.181406, 8.144144 49.181008, 8.144448 49.180605, 8.144737 49.180197, 8.145009 49.179785, 8.145266 49.179368, 8.145506 49.178947, 8.14573 49.178522, 8.145937 49.178093, 8.14613 49.177662, 8.146846 49.175926, 8.147558 49.174189, 8.14827 49.172453, 8.148981 49.170716, 8.149693 49.168979, 8.150404 49.167243, 8.151116 49.165506, 8.151447 49.164633, 8.151726 49.163753, 8.151952 49.162866, 8.152125 49.161974, 8.152244 49.161079, 8.152309 49.160181, 8.15232 49.159282, 8.152278 49.158383, 8.152236 49.157934, 8.15218 49.157486, 8.152024 49.156593, 8.151825 49.155703, 8.151574 49.15482, 8.151269 49.153943, 8.151096 49.153508, 8.15091 49.153075, 8.150712 49.152645, 8.150499 49.152218, 8.150274 49.151793, 8.150037 49.151371, 8.149528 49.150536, 8.148994 49.149708, 8.147932 49.14805, 8.146871 49.146392, 8.145809 49.144734, 8.144747 49.143077, 8.143685 49.141419, 8.142626 49.13976, 8.141607 49.138091, 8.141077 49.137262, 8.140017 49.135603, 8.138923 49.133955, 8.137847 49.132301, 8.136785 49.130643, 8.135724 49.128985, 8.134662 49.127327, 8.133601 49.125669, 8.132539 49.124012, 8.131478 49.122354, 8.13122 49.121937, 8.130973 49.121518, 8.130742 49.121095, 8.130526 49.120668, 8.130325 49.120238, 8.130139 49.119806, 8.12997 49.11937, 8.129813 49.118932, 8.129257 49.117172, 8.128705 49.11541, 8.128154 49.113649, 8.127602 49.111887, 8.127051 49.110126, 8.126499 49.108364, 8.125948 49.106603, 8.125397 49.104841, 8.124849 49.103079, 8.124504 49.101979, 8.124021 49.100439))",xka_mrk_830,3433,0,9600,102090000,103050000,"20,9 + 0","30,5 + 0",nicht elektrifiziert,Pz/Gz-Bahn,ab 120 bis 160 km/h,Neustadt - Kapsweyer (DB-Gr.),zweigleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.133,"MULTILINESTRING ((8.124021 49.100439, 8.124021 49.100437, 8.123469 49.098676, 8.122917 49.096915, 8.122403 49.095366, 8.12234 49.095164))",xka_mrk_830,3433,0,599,103050000,103110000,"30,5 + 0","31,1 + 0",nicht elektrifiziert,Pz/Gz-Bahn,ab 120 bis 160 km/h,Neustadt - Kapsweyer (DB-Gr.),zweigleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.134,"MULTILINESTRING ((8.12234 49.095164, 8.122265 49.094926))",xka_mrk_830,3433,0,27,103110000,103110027,"31,1 + 0","31,1 + 27",nicht elektrifiziert,Pz/Gz-Bahn,ab 120 bis 160 km/h,Neustadt - Kapsweyer (DB-Gr.),zweigleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.135,"MULTILINESTRING ((8.122265 49.094926, 8.122064 49.094283, 8.12154 49.09261))",xka_mrk_830,3433,0,263,103110027,103130090,"31,1 + 27","31,3 + 90",nicht elektrifiziert,Pz/Gz-Bahn,bis 50 km/h,Neustadt - Kapsweyer (DB-Gr.),zweigleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.136,"MULTILINESTRING ((8.12154 49.09261, 8.121457 49.092345))",xka_mrk_830,3433,0,30,103130090,103140020,"31,3 + 90","31,4 + 20",nicht elektrifiziert,Pz/Gz-Bahn,bis 50 km/h,Neustadt - Kapsweyer (DB-Gr.),eingleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.137,"MULTILINESTRING ((8.121457 49.092345, 8.120961 49.09076))",xka_mrk_830,3433,0,180,103140020,103160000,"31,4 + 20","31,6 + 0",nicht elektrifiziert,Pz/Gz-Bahn,bis 50 km/h,Neustadt - Kapsweyer (DB-Gr.),eingleisig,Nebenbahn,,
2019-01_DB-Netz-MRN_4326.138,"MULTILINESTRING ((8.120961 49.09076, 8.120408 49.088999, 8.120309 49.088682))",xka_mrk_830,3433,0,236,103160000,103180036,"31,6 + 0","31,8 + 36",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Neustadt - Kapsweyer (DB-Gr.),eingleisig,Nebenbahn,,
2019-01_DB-Netz-MRN_4326.139,"MULTILINESTRING ((8.120309 49.088682, 8.119858 49.087237, 8.119308 49.085475, 8.118755 49.083714, 8.118604 49.083276, 8.118441 49.082839, 8.11826 49.082406, 8.118062 49.081975, 8.117848 49.081548, 8.117617 49.081125, 8.117372 49.080705, 8.117111 49.08029, 8.116831 49.079879, 8.116535 49.079474, 8.116223 49.079074, 8.115898 49.078679, 8.115559 49.078288, 8.115207 49.077903, 8.114839 49.077523, 8.114457 49.07715, 8.11406 49.076784, 8.113649 49.076425, 8.113224 49.076072, 8.112785 49.075727, 8.112333 49.07539, 8.111869 49.07506, 8.111392 49.074737, 8.110903 49.074423, 8.110402 49.074116, 8.10989 49.073818, 8.109367 49.073528, 8.108834 49.073247, 8.108289 49.072975, 8.107734 49.072712, 8.107168 49.072459, 8.106594 49.072214, 8.105355 49.071705, 8.103032 49.070754, 8.100709 49.069804, 8.098386 49.068853, 8.096063 49.067902, 8.09374 49.066951, 8.091417 49.066, 8.089092 49.065051, 8.086769 49.0641, 8.084447 49.063149, 8.082125 49.062198, 8.079802 49.061246, 8.078641 49.060771, 8.076322 49.059817, 8.074024 49.05884, 8.071709 49.057882, 8.069389 49.056928, 8.06707 49.055973, 8.064746 49.055024, 8.06242 49.054078, 8.060087 49.053138, 8.057739 49.052214, 8.055414 49.051267, 8.05309 49.050317, 8.050768 49.049368))",xka_mrk_830,3433,0,6971,103180036,103880000,"31,8 + 36",38.8 +     0,nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Neustadt - Kapsweyer (DB-Gr.),eingleisig,Nebenbahn,,�berl�ngenanfang
2019-01_DB-Netz-MRN_4326.140,"MULTILINESTRING ((8.050768 49.049368, 8.048317 49.048366))",xka_mrk_830,3433,0,211,103880000,103900000,38.8 +     0,39.0 +     0,nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Neustadt - Kapsweyer (DB-Gr.),eingleisig,Nebenbahn,�berl�ngenanfang,�berl�ngenende
2019-01_DB-Netz-MRN_4326.141,"MULTILINESTRING ((8.048317 49.048366, 8.04599 49.047415, 8.043667 49.046465, 8.041344 49.045515, 8.039021 49.044565, 8.036699 49.043616, 8.035531 49.043147, 8.034354 49.04269, 8.033161 49.04225, 8.031958 49.041822, 8.030752 49.041398, 8.029534 49.040988, 8.02892 49.040791, 8.028302 49.040599, 8.025795 49.039881, 8.023272 49.039187, 8.021693 49.038753, 8.019483 49.038152, 8.016948 49.037476, 8.014404 49.036815, 8.011871 49.036137, 8.009345 49.035448, 8.006818 49.034759, 8.004292 49.034069, 8.001766 49.033381, 7.999239 49.032691, 7.996714 49.032003, 7.994187 49.031314, 7.991661 49.030625, 7.989134 49.029936, 7.986608 49.029247, 7.984136 49.028573))",xka_mrk_830,3433,0,5195,103900000,104410095,39.0 +     0,"44,1 + 95",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Neustadt - Kapsweyer (DB-Gr.),eingleisig,Nebenbahn,�berl�ngenende,
2019-01_DB-Netz-MRN_4326.142,"MULTILINESTRING ((7.984136 49.028573, 7.984083 49.028558, 7.981557 49.027868, 7.979051 49.027148, 7.978824 49.027086))",xka_mrk_830,3433,0,422,104410095,104460017,"44,1 + 95","44,6 + 17",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Neustadt - Kapsweyer (DB-Gr.),eingleisig,Nebenbahn,,
2019-01_DB-Netz-MRN_4326.143,"MULTILINESTRING ((8.204294 49.502744, 8.204468 49.50253, 8.204624 49.502309, 8.205014 49.501721, 8.205166 49.501482, 8.205539 49.500875, 8.205694 49.500652, 8.20588 49.500442, 8.206071 49.500279, 8.206244 49.500137, 8.206537 49.499947, 8.206757 49.499826, 8.207088 49.499677, 8.20771 49.499482, 8.208048 49.499407, 8.208372 49.499356, 8.20877 49.499324, 8.209059 49.499318, 8.209444 49.499329, 8.209761 49.49936, 8.210077 49.499412, 8.210407 49.499484, 8.211127 49.49966))",xka_mrk_830,3435,0,710,99999945,100060056,"-0,0 + -54","0,6 + 56",nicht elektrifiziert,Pz/Gz-Bahn,bis 50 km/h,Freinsheim - Frankenthal,eingleisig,Hauptbahn,,
