FID,geom,mifcode,strecke_nr,richtung,laenge,von_km_i,bis_km_i,von_km_l,bis_km_l,elektrifiz,bahnnutzun,geschwindi,strecke_ku,gleisanzah,bahnart,kmspru_typ,kmspru_t00
2019-01_DB-Netz-MRN_4326.467,"MULTILINESTRING ((9.478487 49.461589, 9.478493 49.461597, 9.479699 49.463214, 9.480302 49.464023, 9.480616 49.464423, 9.480954 49.464815, 9.481334 49.46519, 9.481751 49.465548, 9.482204 49.465887, 9.482691 49.466205, 9.48321 49.4665, 9.483759 49.466773, 9.484337 49.467018, 9.484933 49.467244, 9.486146 49.467672, 9.487378 49.468077, 9.489826 49.468907, 9.492274 49.469737, 9.494721 49.470567, 9.497169 49.471396, 9.499617 49.472226, 9.500232 49.47243, 9.500839 49.472643, 9.501473 49.472881, 9.502082 49.473144, 9.502587 49.473409, 9.503063 49.47369))",xka_mrk_830,4120,0,2300,108670000,108900000,"86,7 + 0","89,0 + 0",Oberleitung,Pz/Gz-Bahn,ab 100 bis 120 km/h,Neckarelz - W�-Heidingsf. West,zweigleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.468,"MULTILINESTRING ((9.503063 49.47369, 9.503067 49.473692, 9.504042 49.474328, 9.504976 49.474991, 9.506876 49.476295, 9.508776 49.477599, 9.510677 49.478902, 9.512577 49.480206, 9.514478 49.48151, 9.516379 49.482814, 9.51828 49.484117, 9.520181 49.485421, 9.522085 49.486725, 9.523048 49.487369, 9.523967 49.48804, 9.524396 49.488391, 9.524799 49.488757, 9.525167 49.489137, 9.525501 49.48953, 9.525797 49.489936, 9.526063 49.490351, 9.526525 49.491198, 9.526934 49.492057, 9.527784 49.493768, 9.527999 49.494195, 9.528235 49.494617, 9.528504 49.495031, 9.528806 49.495436, 9.529143 49.495828, 9.529515 49.496206, 9.52992 49.49657, 9.530356 49.496919, 9.530821 49.497251, 9.531305 49.497571, 9.533292 49.49882, 9.535281 49.500067, 9.536302 49.500706, 9.537965 49.501747, 9.539288 49.502575, 9.54128 49.503821, 9.543271 49.505067, 9.543775 49.505374, 9.544267 49.505687))",xka_mrk_830,4120,0,4703,108900000,109370000,"89,0 + 0","93,7 + 0",Oberleitung,Pz/Gz-Bahn,ab 100 bis 120 km/h,Neckarelz - W�-Heidingsf. West,zweigleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.469,"MULTILINESTRING ((9.544267 49.505687, 9.544269 49.505688, 9.54475 49.506011, 9.545201 49.506351, 9.545598 49.506718, 9.54596 49.507101, 9.546651 49.507879, 9.547306 49.508671, 9.54865 49.510242, 9.549323 49.511026, 9.549679 49.511412, 9.550058 49.511787, 9.550472 49.512147, 9.550916 49.512491, 9.551389 49.512819, 9.551889 49.513129, 9.552415 49.51342, 9.552965 49.513692, 9.553537 49.513943, 9.55413 49.514173, 9.554743 49.51438, 9.55537 49.514568, 9.556655 49.514896, 9.557962 49.515187, 9.560559 49.515791))",xka_mrk_830,4120,0,1700,109370000,109540000,"93,7 + 0","95,4 + 0",Oberleitung,Pz/Gz-Bahn,ab 100 bis 120 km/h,Neckarelz - W�-Heidingsf. West,zweigleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.470,"MULTILINESTRING ((9.560559 49.515791, 9.560563 49.515792, 9.561215 49.515942, 9.561852 49.516115, 9.562461 49.516326, 9.563032 49.516577, 9.56355 49.516875, 9.564018 49.517204, 9.564866 49.517913, 9.565636 49.518661, 9.566421 49.519401, 9.567235 49.520127, 9.567656 49.520484, 9.568109 49.520822, 9.568609 49.521132, 9.569148 49.521413, 9.569722 49.521662, 9.570325 49.521882, 9.570951 49.52207, 9.571591 49.52224, 9.574143 49.522919))",xka_mrk_830,4120,0,1300,109540000,109670000,"95,4 + 0","96,7 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Neckarelz - W�-Heidingsf. West,zweigleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.471,"MULTILINESTRING ((9.574143 49.522919, 9.574148 49.52292, 9.574784 49.523096, 9.575426 49.52326, 9.57608 49.523413, 9.576741 49.523531, 9.577216 49.523579, 9.577618 49.523592, 9.578114 49.523581, 9.578512 49.52355, 9.578974 49.523489, 9.579461 49.523394, 9.580083 49.52321, 9.58068 49.522976, 9.581231 49.522706, 9.581754 49.522413))",xka_mrk_830,4120,0,600,109670000,109730000,"96,7 + 0","97,3 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Neckarelz - W�-Heidingsf. West,zweigleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.472,"MULTILINESTRING ((9.581754 49.522413, 9.581755 49.522412, 9.583865 49.521252, 9.584911 49.520665, 9.585975 49.520091, 9.586513 49.51981, 9.587073 49.519547, 9.587667 49.519318, 9.588277 49.519108, 9.59074 49.518293, 9.591985 49.517903, 9.5922222576458 49.517818824432595))",xka_mrk_830,4120,0,4800,109730000,110210000,"97,3 + 0","102,1 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Neckarelz - W�-Heidingsf. West,zweigleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.473,"MULTILINESTRING ((9.348051 49.436732, 9.346724 49.436902, 9.346508 49.43693, 9.345572 49.43712, 9.344911 49.437248, 9.344261 49.437397, 9.343625 49.437571, 9.343012 49.437775, 9.342426 49.438012, 9.341875 49.438282, 9.341368 49.438586, 9.340904 49.438919, 9.340482 49.439274, 9.340096 49.439646, 9.339398 49.440426, 9.33875 49.441226, 9.338088 49.442014, 9.336708 49.443571, 9.336355 49.443959, 9.336078 49.44437, 9.335944 49.444687, 9.335905 49.445013, 9.335902 49.445253))",xka_mrk_830,4124,0,1384,99919915,100050000,"-0,8 + -84","0,5 + 0",nicht elektrifiziert,Pz/Gz-Bahn,bis 50 km/h,Seckach - Schneeberg,eingleisig,Nebenbahn,,
2019-01_DB-Netz-MRN_4326.474,"MULTILINESTRING ((9.335902 49.445253, 9.335902 49.445256, 9.335868 49.445706, 9.33586 49.445897, 9.335788 49.44615, 9.335682 49.446381, 9.335555 49.44657, 9.335249 49.446974, 9.334941 49.447341, 9.334641 49.447705, 9.334323 49.448102, 9.334005 49.448486, 9.333674 49.448902, 9.333425 49.449258, 9.333281 49.449652, 9.33324 49.450171, 9.333307 49.451079, 9.333374 49.451995, 9.333402 49.452462, 9.333434 49.452883, 9.333529 49.454196, 9.333596 49.455224, 9.333579 49.455479, 9.333545 49.455695, 9.333433 49.456044, 9.333264 49.456411, 9.333057 49.456868, 9.332844 49.457329, 9.332649 49.457738, 9.332372 49.458183, 9.332092 49.458572, 9.331772 49.458945, 9.331404 49.459321, 9.330989 49.459675, 9.3301 49.460356, 9.329119 49.460981, 9.328593 49.461269, 9.328055 49.461548, 9.326968 49.462096, 9.326425 49.46237, 9.325889 49.462665, 9.325452 49.462985, 9.325092 49.463374, 9.324547 49.464236, 9.324043 49.464976, 9.323339 49.465809, 9.322682 49.466596, 9.321375 49.468171, 9.32007 49.469747, 9.319273 49.470658, 9.318621 49.471432))",xka_mrk_830,4124,0,3300,100050000,100380000,"0,5 + 0","3,8 + 0",nicht elektrifiziert,Pz/Gz-Bahn,bis 50 km/h,Seckach - Schneeberg,eingleisig,Nebenbahn,,
2019-01_DB-Netz-MRN_4326.475,"MULTILINESTRING ((9.318621 49.471432, 9.317946 49.472233, 9.317589 49.472621, 9.317286 49.473026, 9.317082 49.473459, 9.316988 49.473889, 9.31708 49.474812, 9.317189 49.475698, 9.317237 49.476147, 9.317316 49.476593, 9.317626 49.477443))",xka_mrk_830,4124,0,700,100380000,100450000,"3,8 + 0","4,5 + 0",nicht elektrifiziert,Pz/Gz-Bahn,bis 50 km/h,Seckach - Schneeberg,eingleisig,Nebenbahn,,
2019-01_DB-Netz-MRN_4326.476,"MULTILINESTRING ((9.317626 49.477443, 9.317636 49.477469, 9.317706 49.477658, 9.317778 49.478, 9.317734 49.478358, 9.317614 49.478637, 9.317375 49.479026, 9.317 49.47962, 9.316874 49.479854, 9.316812 49.480072, 9.316769 49.480307, 9.316768 49.480496, 9.316754 49.480925, 9.31681 49.481338, 9.316877 49.481731, 9.316902 49.481811))",xka_mrk_830,4124,0,500,100450000,100500000,"4,5 + 0","5,0 + 0",nicht elektrifiziert,Pz/Gz-Bahn,bis 50 km/h,Seckach - Schneeberg,eingleisig,Nebenbahn,,
2019-01_DB-Netz-MRN_4326.477,"MULTILINESTRING ((9.316902 49.481811, 9.317003 49.482129, 9.317184 49.482569, 9.317345 49.482943))",xka_mrk_830,4124,0,130,100500000,100510030,"5,0 + 0","5,1 + 30",nicht elektrifiziert,Pz/Gz-Bahn,bis 50 km/h,Seckach - Schneeberg,eingleisig,Nebenbahn,,
2019-01_DB-Netz-MRN_4326.478,"MULTILINESTRING ((9.317345 49.482943, 9.317553 49.483428, 9.317934 49.484292, 9.318045 49.484692, 9.318131 49.485328, 9.318168 49.485627, 9.318222 49.486079, 9.318286 49.486572, 9.318333 49.487008, 9.318552 49.488768, 9.318612 49.489243, 9.318663 49.489684, 9.318738 49.490118, 9.318901 49.490578, 9.319001 49.490775, 9.319295 49.49145, 9.319418 49.491796, 9.319442 49.492076, 9.319374 49.492439, 9.319211 49.492757, 9.319006 49.49301, 9.318676 49.493281, 9.318302 49.493495, 9.316581 49.494153, 9.316201 49.494329, 9.315792 49.494583, 9.315491 49.494847, 9.31523 49.495146, 9.314907 49.495564, 9.314604 49.495959, 9.314298 49.49635, 9.313998 49.496759, 9.313787 49.497164, 9.313628 49.497675, 9.313588 49.498176, 9.313612 49.498668, 9.313551 49.499081, 9.313317 49.499497, 9.313021 49.499901, 9.312368 49.500762, 9.311793 49.501506, 9.311479 49.501908, 9.311127 49.502296, 9.310686 49.502627, 9.310277 49.50297, 9.309994 49.503388, 9.309882 49.503835, 9.309926 49.504285, 9.310168 49.504708, 9.310544 49.505084, 9.311071 49.505377, 9.311673 49.505593, 9.312343 49.505696, 9.31303 49.50568, 9.31372 49.5056, 9.315092 49.505456, 9.315772 49.5054, 9.316454 49.505378, 9.317144 49.505417, 9.317821 49.505511, 9.318464 49.505658, 9.319074 49.505849, 9.319591 49.506069, 9.320536 49.506562, 9.320923 49.506762, 9.321284 49.506902, 9.321612 49.507, 9.32193 49.507052, 9.32231 49.5071, 9.322654 49.507105, 9.323185 49.507054, 9.323668 49.506953, 9.324078 49.506805, 9.32502 49.5063, 9.325503 49.506071, 9.326164 49.505903, 9.326895 49.505849, 9.327593 49.50592, 9.328215 49.506096, 9.328733 49.506352, 9.329181 49.506701, 9.32947 49.507121, 9.329573 49.507564, 9.329511 49.508017, 9.329109 49.508886, 9.328991 49.509342, 9.329001 49.509786, 9.329105 49.510675, 9.3292 49.511594, 9.329411 49.513387, 9.329626 49.515177, 9.329674 49.515629, 9.329737 49.516081, 9.329812 49.51652, 9.329824 49.516562))",xka_mrk_830,4124,0,5324,100510030,101040056,"5,1 + 30","10,4 + 56",nicht elektrifiziert,Pz/Gz-Bahn,bis 50 km/h,Seckach - Schneeberg,eingleisig,Nebenbahn,,
2019-01_DB-Netz-MRN_4326.479,"MULTILINESTRING ((9.329824 49.516562, 9.329934 49.516953, 9.330146 49.517383, 9.330428 49.517788))",xka_mrk_830,4124,0,144,101040056,101060000,"10,4 + 56","10,6 + 0",nicht elektrifiziert,Pz/Gz-Bahn,bis 50 km/h,Seckach - Schneeberg,eingleisig,Nebenbahn,,
2019-01_DB-Netz-MRN_4326.480,"MULTILINESTRING ((9.330428 49.517788, 9.330432 49.517794, 9.330779 49.518176, 9.331187 49.518532, 9.331603 49.518846, 9.332153 49.519178, 9.332655 49.519494, 9.333157 49.5198, 9.333659 49.520111, 9.334082 49.520463, 9.334387 49.520877, 9.334537 49.521303, 9.334559 49.521718, 9.334431 49.522185, 9.334151 49.522607, 9.333726 49.522961, 9.333187 49.523255, 9.33258 49.52347, 9.33257 49.523472))",xka_mrk_830,4124,0,800,101060000,101140000,"10,6 + 0","11,4 + 0",nicht elektrifiziert,Pz/Gz-Bahn,bis 50 km/h,Seckach - Schneeberg,eingleisig,Nebenbahn,,
2019-01_DB-Netz-MRN_4326.481,"MULTILINESTRING ((9.33257 49.523472, 9.331931 49.523601, 9.331231 49.52363, 9.329823 49.523625, 9.328458 49.523599, 9.327049 49.523576, 9.326381 49.523549, 9.325726 49.523574, 9.325686 49.523584))",xka_mrk_830,4124,0,500,101140000,101190000,"11,4 + 0","11,9 + 0",nicht elektrifiziert,Pz/Gz-Bahn,bis 50 km/h,Seckach - Schneeberg,eingleisig,Nebenbahn,,
2019-01_DB-Netz-MRN_4326.482,"MULTILINESTRING ((9.325686 49.523584, 9.325006 49.523738, 9.324396 49.52404, 9.324002 49.524341, 9.32374 49.524701, 9.323598 49.525141, 9.323621 49.525593, 9.32377 49.526033, 9.323974 49.526467, 9.324011 49.526564))",xka_mrk_830,4124,0,408,101190000,101230008,"11,9 + 0","12,3 + 8",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Seckach - Schneeberg,eingleisig,Nebenbahn,,
2019-01_DB-Netz-MRN_4326.483,"MULTILINESTRING ((9.324011 49.526564, 9.324142 49.526909, 9.324286 49.527354, 9.324383 49.527805, 9.324447 49.528259, 9.324484 49.528705, 9.324489 49.529153, 9.32445 49.529601, 9.324385 49.530047, 9.324072 49.531833, 9.323771 49.533613, 9.323565 49.534593, 9.323272 49.536395, 9.323159 49.537305, 9.323109 49.537674, 9.32312 49.538185, 9.323236 49.538621, 9.323426 49.539066, 9.323708 49.539478, 9.324032 49.539878, 9.324708 49.540659, 9.325419 49.541428, 9.326798 49.542988, 9.327485 49.54377, 9.328174 49.544545, 9.32829 49.544679))",xka_mrk_830,4124,0,2119,101230008,101440027,"12,3 + 8","14,4 + 27",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Seckach - Schneeberg,eingleisig,Nebenbahn,,
2019-01_DB-Netz-MRN_4326.484,"MULTILINESTRING ((9.32829 49.544679, 9.328513 49.544937, 9.328813 49.545341, 9.329031 49.54577, 9.329168 49.546215, 9.329287 49.546615, 9.329436 49.547094, 9.329559 49.547559, 9.329678 49.547982, 9.32981 49.548419, 9.329981 49.548814, 9.330266 49.549255, 9.330578 49.549608, 9.33097 49.549952, 9.331435 49.550317, 9.331944 49.550669, 9.332444 49.550962, 9.333445 49.551484))",xka_mrk_830,4124,0,873,101440027,101530000,"14,4 + 27","15,3 + 0",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Seckach - Schneeberg,eingleisig,Nebenbahn,,
2019-01_DB-Netz-MRN_4326.485,"MULTILINESTRING ((9.333445 49.551484, 9.333521 49.551524, 9.334668 49.552098, 9.336274 49.55291, 9.337896 49.553729, 9.340176 49.554874, 9.342266 49.555912, 9.344441 49.557019, 9.3448 49.557199))",xka_mrk_830,4124,0,1039,101530000,101630039,"15,3 + 0","16,3 + 39",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Seckach - Schneeberg,eingleisig,Nebenbahn,,
2019-01_DB-Netz-MRN_4326.486,"MULTILINESTRING ((9.3448 49.557199, 9.346627 49.558117, 9.347718 49.558675, 9.348743 49.559188, 9.349912 49.559758, 9.352066 49.560881, 9.354255 49.561976, 9.35535 49.562524, 9.355905 49.562789, 9.356458 49.563055, 9.357487 49.56359, 9.358504 49.564136, 9.359009 49.564472, 9.359575 49.564876, 9.359951 49.565201, 9.360347 49.565564, 9.360888 49.566214, 9.361254 49.566737, 9.361576 49.56734, 9.361834 49.568064, 9.362135 49.568941, 9.362454 49.569816, 9.363026 49.571573, 9.363582 49.573178, 9.36394 49.574195, 9.364076 49.57465, 9.364208 49.575076, 9.364408 49.575507, 9.364504 49.575655))",xka_mrk_830,4124,0,2631,101630039,101890070,"16,3 + 39","18,9 + 70",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Seckach - Schneeberg,eingleisig,Nebenbahn,,
2019-01_DB-Netz-MRN_4326.487,"MULTILINESTRING ((9.364504 49.575655, 9.364685 49.575936, 9.3649 49.576178, 9.36516 49.576443, 9.365304 49.576599, 9.365441 49.576725, 9.365688 49.576934, 9.366223 49.577316, 9.366754 49.577628, 9.367463 49.578031))",xka_mrk_830,4124,0,344,101890070,101930014,"18,9 + 70","19,3 + 14",nicht elektrifiziert,Pz/Gz-Bahn,bis 50 km/h,Seckach - Schneeberg,eingleisig,Nebenbahn,,
2019-01_DB-Netz-MRN_4326.488,"MULTILINESTRING ((9.367463 49.578031, 9.369267 49.579075, 9.369896 49.579429))",xka_mrk_830,4124,0,235,101930014,101950049,"19,3 + 14","19,5 + 49",nicht elektrifiziert,Pz/Gz-Bahn,bis 50 km/h,Seckach - Schneeberg,eingleisig,Nebenbahn,,
2019-01_DB-Netz-MRN_4326.489,"MULTILINESTRING ((9.369896 49.579429, 9.370418 49.579723, 9.370428 49.579729))",xka_mrk_830,4124,0,51,101950049,101960000,"19,5 + 49","19,6 + 0",nicht elektrifiziert,Pz/Gz-Bahn,bis 50 km/h,Seckach - Schneeberg,eingleisig,Nebenbahn,,
2019-01_DB-Netz-MRN_4326.490,"MULTILINESTRING ((9.370428 49.579729, 9.371471 49.580313, 9.371927 49.580564, 9.372419 49.580847, 9.372913 49.58116, 9.373307 49.581513, 9.373546 49.581855, 9.373715 49.582395, 9.37375 49.582849, 9.373606 49.583285, 9.373334 49.583708, 9.372952 49.584081, 9.372601 49.584301, 9.371902 49.584669, 9.370759 49.585236, 9.370253 49.585485, 9.369695 49.585771, 9.369217 49.586053, 9.368779 49.586404, 9.368437 49.586759, 9.368055 49.587166, 9.367667 49.587589, 9.367314 49.587957, 9.366952 49.58825, 9.366717 49.588412, 9.366199 49.588716, 9.36539 49.589213, 9.364454 49.58988, 9.363992 49.590225, 9.363522 49.590518, 9.36294 49.59079, 9.362281 49.591024, 9.361231 49.591368, 9.359862 49.591846, 9.359315 49.592111, 9.358829 49.592451, 9.358443 49.592809, 9.358156 49.593223, 9.357014 49.59486, 9.356723 49.595284, 9.356468 49.595677, 9.35632 49.596025, 9.356244 49.596309, 9.356218 49.596555, 9.356231 49.597031, 9.356248 49.59754, 9.356243 49.597919, 9.356155 49.598355, 9.355921 49.598787, 9.355475 49.599335, 9.354919 49.599978, 9.354395 49.600579, 9.353891 49.600994, 9.353385 49.60126, 9.352684 49.60149, 9.351976 49.601596, 9.351482 49.601616, 9.351026 49.601585, 9.350656 49.601529, 9.350171 49.601415, 9.349333 49.601099, 9.348792 49.600879, 9.3482 49.600656, 9.347642 49.600495, 9.346904 49.600391, 9.346245 49.600386, 9.345548 49.600469, 9.344937 49.600625, 9.34428 49.600877, 9.343758 49.601165, 9.34329 49.601473, 9.342892 49.60183, 9.342554 49.602227, 9.341593 49.603729, 9.341346 49.604096, 9.341126 49.604333, 9.340862 49.604561, 9.340606 49.604743, 9.340201 49.604989, 9.339729 49.605269, 9.339185 49.605588, 9.338687 49.605881, 9.338225 49.606158, 9.337818 49.60644, 9.33729 49.60688, 9.336842 49.607259, 9.33641 49.607606, 9.336014 49.607934, 9.335528 49.608281, 9.334622 49.608872, 9.333341 49.609707, 9.331752 49.610739, 9.331094 49.611166, 9.330643 49.61145, 9.330104 49.611769, 9.329153 49.612327, 9.327979 49.612929, 9.327351 49.613228, 9.326949 49.613377, 9.326361 49.613576, 9.325636 49.61376))",xka_mrk_830,4124,0,10469,101960000,103000077,"19,6 + 0","30,0 + 77",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Seckach - Schneeberg,eingleisig,Nebenbahn,,
2019-01_DB-Netz-MRN_4326.491,"MULTILINESTRING ((9.325636 49.61376, 9.324995 49.613883, 9.324375 49.613971, 9.322775 49.614099, 9.322086 49.614143, 9.321403 49.614219, 9.320741 49.61432, 9.320109 49.614474, 9.319527 49.614704, 9.319009 49.614994, 9.318567 49.615336, 9.318139 49.615702, 9.317732 49.616054, 9.317321 49.616431, 9.316979 49.616743, 9.316557 49.617085, 9.316129 49.617379, 9.315611 49.61767, 9.315062 49.617941, 9.314467 49.618173, 9.313265 49.618625, 9.312624 49.61885, 9.311987 49.619087, 9.311442 49.619312, 9.311056 49.619534, 9.310513 49.619966, 9.310081 49.62032, 9.309657 49.620678, 9.309211 49.621022, 9.308708 49.621333, 9.308147 49.621593, 9.307516 49.621774, 9.306846 49.621894, 9.306163 49.621957, 9.305473 49.622001, 9.304788 49.622069, 9.304106 49.622145, 9.301167 49.622536, 9.298612 49.622907, 9.295857 49.623239, 9.295191 49.623318, 9.294471 49.623402, 9.293811 49.623541, 9.293179 49.623725, 9.292604 49.623975, 9.292066 49.62426, 9.289928 49.6254, 9.28778 49.626549, 9.286699 49.627116, 9.285633 49.627671, 9.285059 49.627908, 9.284443 49.628115, 9.283806 49.628296, 9.283214 49.628456, 9.282581 49.628642, 9.281961 49.628833, 9.28136 49.629083, 9.280841 49.629345, 9.279761 49.629988, 9.278774 49.630572, 9.278275 49.630886, 9.277806 49.631217, 9.276911 49.631893, 9.275957 49.632602, 9.274097 49.634009, 9.273689 49.634323, 9.273285 49.634623, 9.272885 49.634914, 9.272586 49.635171))",xka_mrk_830,4124,0,10469,101960000,103000077,"19,6 + 0","30,0 + 77",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Seckach - Schneeberg,eingleisig,Nebenbahn,,
2019-01_DB-Netz-MRN_4326.492,"MULTILINESTRING ((8.46370536300908 49.21835254977819, 8.463296 49.219664, 8.462746 49.221426, 8.462195 49.223187, 8.461935 49.22407, 8.461934 49.224072))",xka_mrk_830,4132,0,4200,101270000,101690000,"12,7 + 0","16,9 + 0",Oberleitung,Pz/Gz-Bahn,ab 120 bis 160 km/h,Bruchsal - Rheinsheim,eingleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.493,"MULTILINESTRING ((8.461934 49.224072, 8.461636 49.224948, 8.461462 49.225383, 8.461264 49.225813, 8.461032 49.226236, 8.460772 49.226652, 8.460482 49.22706, 8.460165 49.227458, 8.45982 49.227847, 8.459448 49.228225, 8.45905 49.228591, 8.458627 49.228945, 8.458179 49.229286, 8.457709 49.229613, 8.457213 49.229925, 8.456701 49.230223, 8.455637 49.230791, 8.454548 49.23134, 8.453284 49.231989, 8.451306 49.233004, 8.450766 49.233281, 8.450216 49.23355, 8.449651 49.233805, 8.449071 49.234046, 8.448475 49.234269, 8.447865 49.234476, 8.447243 49.234665, 8.446609 49.234837, 8.445964 49.234992, 8.445309 49.235127, 8.444646 49.235242, 8.443975 49.235338, 8.443298 49.235413, 8.442617 49.235467, 8.441932 49.235502, 8.441246 49.235515, 8.439874 49.23548, 8.439192 49.235431, 8.438513 49.235362, 8.437841 49.235273, 8.437175 49.235164, 8.436518 49.235034, 8.43587 49.234885, 8.435232 49.234718, 8.434602 49.23454, 8.432092 49.233811, 8.429582 49.233082, 8.427071 49.232353, 8.424561 49.231624, 8.423306 49.231259, 8.420775 49.230562, 8.418265 49.229832, 8.415756 49.229103, 8.413246 49.228373, 8.410736 49.227643, 8.408227 49.226914, 8.407042 49.226569))",xka_mrk_830,4132,0,4799,101690000,102170000,"16,9 + 0","21,7 + 0",Oberleitung,Pz/Gz-Bahn,ab 100 bis 120 km/h,Bruchsal - Rheinsheim,eingleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.494,"MULTILINESTRING ((8.407042 49.226569, 8.405717 49.226184, 8.404463 49.225819, 8.402942 49.225405, 8.402674 49.225335))",xka_mrk_830,4132,0,347,102170000,102200047,"21,7 + 0","22,0 + 47",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Bruchsal - Rheinsheim,eingleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.501,"MULTILINESTRING ((9.357673031529451 49.316265707914965, 9.35761 49.316521, 9.357526 49.316967, 9.357488 49.317416, 9.357496 49.317865, 9.357537 49.318314, 9.357666 49.319209, 9.357823 49.320103, 9.357915 49.320643, 9.357977 49.321186, 9.357996 49.321541, 9.357983 49.321896, 9.357905 49.322343, 9.357756 49.322781, 9.357533 49.323206, 9.357236 49.323611, 9.356871 49.323991, 9.356448 49.324346, 9.356448 49.324347))",xka_mrk_830,4900,0,1000,108520000,108620000,"85,2 + 0","86,2 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Bietigheim - Osterburken,zweigleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.502,"MULTILINESTRING ((9.356448 49.324347, 9.355975 49.324672, 9.355476 49.324982, 9.354972 49.325287, 9.354475 49.325598, 9.354006 49.325927, 9.353568 49.326273, 9.353171 49.32664, 9.352816 49.327025, 9.352503 49.327425, 9.352235 49.327839, 9.352016 49.328265, 9.351832 49.328698, 9.351507 49.329572, 9.351223 49.330452, 9.350621 49.332207, 9.350018 49.333961, 9.349862 49.334399, 9.349719 49.334839, 9.349591 49.335281, 9.349505 49.335726, 9.349489 49.336176, 9.349544 49.336623, 9.349676 49.337064, 9.349884 49.337493, 9.350161 49.337904, 9.350508 49.338292, 9.350922 49.338651, 9.35138 49.338986, 9.353379 49.340221, 9.353826 49.340562, 9.354226 49.340928, 9.354558 49.341321, 9.354819 49.341737, 9.355005 49.342169, 9.355126 49.342612, 9.355193 49.343059, 9.355213 49.343509, 9.355477 49.3489, 9.355691 49.350691))",xka_mrk_830,4900,0,3200,108620000,108940000,"86,2 + 0","89,4 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Bietigheim - Osterburken,zweigleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.503,"MULTILINESTRING ((9.355691 49.350691, 9.355691 49.350693, 9.355691 49.351142, 9.355635 49.35159, 9.3555 49.352031, 9.355291 49.352459, 9.355013 49.35287, 9.354665 49.353257, 9.354255 49.353618, 9.353785 49.353947, 9.353264 49.35424, 9.352695 49.354493, 9.352088 49.354704, 9.351449 49.35487, 9.350783 49.354985, 9.350106 49.35506, 9.347359 49.355173, 9.34668 49.355242, 9.346012 49.35535, 9.345368 49.355508, 9.344756 49.355713, 9.344182 49.35596, 9.343654 49.356249, 9.343177 49.356573, 9.34276 49.35693, 9.342404 49.357314, 9.342116 49.357722, 9.3419 49.358149, 9.341752 49.358588, 9.34167 49.359034, 9.341637 49.359483, 9.341636 49.359932, 9.341662 49.360382, 9.341714 49.360911, 9.341741 49.361095, 9.341775 49.361278, 9.341894 49.361721, 9.342072 49.362154, 9.342321 49.362573, 9.342636 49.362972, 9.343013 49.363348, 9.343451 49.363695, 9.343945 49.364007, 9.344482 49.364288, 9.344484 49.364289))",xka_mrk_830,4900,0,2200,108940000,109160000,"89,4 + 0","91,6 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Bietigheim - Osterburken,zweigleisig,Hauptbahn,,
